time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.name;.position;.velocity;.effort
2024/05/03/12:39:07.141513;38588;1714765147;152089463;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(-0.0015339808305725455, 317.06768798828125, 0.0, 314.57806396484375, 0.0, 314.9814758300781, 0.0, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.164304;38589;1714765147;168134975;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.0692443847656, 0.0, 314.57806396484375, 0.0, 314.9814758300781, 0.0, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.173516;38590;1714765147;184104912;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.0692443847656, 0.0, 314.57806396484375, 0.0, 314.9814758300781, 0.0, 319.32110595703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(8.069999694824219, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.199702;38591;1714765147;200156831;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.0692443847656, 0.0, 314.57806396484375, 0.0, 314.9814758300781, 0.0015339808305725455, 319.32110595703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.205568;38592;1714765147;216085065;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.0692443847656, 0.0, 314.57806396484375, 0.0, 314.9814758300781, 0.0, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.221706;38593;1714765147;232117021;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.0692443847656, 0.0, 314.57806396484375, 0.0, 314.9814758300781, 0.0, 319.32110595703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.237503;38594;1714765147;248122106;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.06768798828125, 0.0, 314.5765075683594, 0.0, 314.9814758300781, 0.0015339808305725455, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.263777;38595;1714765147;264168803;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.06768798828125, 0.0, 314.57806396484375, 0.0, 314.9814758300781, 0.0015339808305725455, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.269824;38596;1714765147;280105018;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(-0.0015339808305725455, 317.06768798828125, 0.0, 314.57806396484375, 0.0, 314.9814758300781, 0.0, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.287822;38597;1714765147;296129511;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(-0.0015339808305725455, 317.0692443847656, 0.0015339808305725455, 314.57806396484375, 0.0, 314.9830322265625, 0.0015339808305725455, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(10.760000228881836, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.301808;38598;1714765147;312160319;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.0692443847656, 0.0015339808305725455, 314.57806396484375, 0.0, 314.9830322265625, 0.0, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.317734;38599;1714765147;328140071;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 317.0692443847656, 0.0015339808305725455, 314.57806396484375, 0.0, 314.9830322265625, 0.0, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
2024/05/03/12:39:07.334305;38600;1714765147;344266324;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(-0.0015339808305725455, 317.0692443847656, 0.0, 314.57806396484375, 0.0, 314.9830322265625, 0.0, 319.3226623535156);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 21.520000457763672, 0.0, 5.380000114440918, 0.0, -5.380000114440918, 0.0, 0.0)
