time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.name;.position;.velocity;.effort
2024/05/03/13:29:16.698747;226694;1714768156;737617004;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2706.14306640625, -0.7838642001152039, 3024.4794921875, -0.7869321703910828, 2704.566162109375, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -110.29000091552734, -24.21000099182129, 2.690000057220459, 5.380000114440918, 0.0, 2.690000057220459, -8.069999694824219)
2024/05/03/13:29:16.715065;226695;1714768156;753572244;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2706.14306640625, -0.7838642001152039, 3024.4794921875, -0.7884661555290222, 2704.566162109375, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(24.21000099182129, -110.29000091552734, -26.900001525878906, 2.690000057220459, 18.829999923706055, 0.0, 2.690000057220459, -8.069999694824219)
2024/05/03/13:29:16.741881;226696;1714768156;769633374;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2706.14306640625, -0.7838642001152039, 3024.4794921875, -0.7884661555290222, 2704.566162109375, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(24.21000099182129, -110.29000091552734, -24.21000099182129, 2.690000057220459, 10.760000228881836, 0.0, 2.690000057220459, -8.069999694824219)
2024/05/03/13:29:16.747072;226697;1714768156;785599744;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2706.14306640625, -0.7838642001152039, 3024.4794921875, -0.7884661555290222, 2704.567626953125, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(21.520000457763672, -110.29000091552734, -24.21000099182129, 2.690000057220459, 5.380000114440918, 0.0, 2.690000057220459, -5.380000114440918)
2024/05/03/13:29:16.764848;226698;1714768156;801664447;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2706.1416015625, -0.7838642001152039, 3024.4794921875, -0.7869321703910828, 2704.566162109375, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(21.520000457763672, -110.29000091552734, -26.900001525878906, 2.690000057220459, 5.380000114440918, 0.0, 2.690000057220459, -5.380000114440918)
2024/05/03/13:29:16.777565;226699;1714768156;817812891;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2706.14306640625, -0.7838642001152039, 3024.4794921875, -0.7869321703910828, 2704.566162109375, 0.7838642001152039, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(29.59000015258789, -110.29000091552734, -24.21000099182129, 2.690000057220459, 13.450000762939453, 0.0, 2.690000057220459, -5.380000114440918)
2024/05/03/13:29:16.794907;226700;1714768156;833601835;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2706.14306640625, -0.7838642001152039, 3024.4794921875, -0.7869321703910828, 2704.566162109375, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(21.520000457763672, -110.29000091552734, -24.21000099182129, 2.690000057220459, 5.380000114440918, 0.0, 5.380000114440918, -5.380000114440918)
2024/05/03/13:29:16.811351;226701;1714768156;849570539;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2706.14306640625, -0.7838642001152039, 3024.4794921875, -0.7869321703910828, 2704.567626953125, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -110.29000091552734, -24.21000099182129, 2.690000057220459, 2.690000057220459, 0.0, 2.690000057220459, -5.380000114440918)
2024/05/03/13:29:16.826031;226702;1714768156;865571446;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2706.1416015625, -0.7838642001152039, 3024.4794921875, -0.7869321703910828, 2704.567626953125, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(21.520000457763672, -110.29000091552734, -26.900001525878906, 2.690000057220459, 5.380000114440918, 0.0, 2.690000057220459, -5.380000114440918)
2024/05/03/13:29:16.843585;226703;1714768156;881553593;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2706.14306640625, -0.7838642001152039, 3024.4794921875, -0.7884661555290222, 2704.566162109375, 0.7853981852531433, 3028.87744140625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(24.21000099182129, -110.29000091552734, -24.21000099182129, 2.690000057220459, 10.760000228881836, 0.0, 2.690000057220459, -5.380000114440918)
