time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.pose.position.x;.pose.position.y;.pose.position.z;.pose.orientation.x;.pose.orientation.y;.pose.orientation.z;.pose.orientation.w
2024/05/03/13:05:02.263345;112408;1714766702;262917688;world;0.000450673;-0.000858154;0.00057255;-0.00198297;-0.002430403;-0.002838762;0.999991059
2024/05/03/13:05:02.263385;112409;1714766702;262956692;world;0.000457471;-0.000838144;0.000574534;-0.001839993;-0.002405518;-0.002856664;0.999991417
2024/05/03/13:05:02.273354;112410;1714766702;273048263;world;0.00045066;-0.000871903;0.000585303;-0.00189559;-0.002448826;-0.002887811;0.999991059
2024/05/03/13:05:02.293347;112411;1714766702;293070107;world;0.000460275;-0.000867032;0.000597051;-0.001821299;-0.002446854;-0.002826907;0.999991417
2024/05/03/13:05:02.313539;112412;1714766702;313096428;world;0.000453342;-0.000836028;0.000595683;-0.001819404;-0.002431213;-0.002780419;0.999991536
2024/05/03/13:05:02.333296;112413;1714766702;332962966;world;0.00043074;-0.000867319;0.000579679;-0.001837958;-0.002297011;-0.002814843;0.999991775
2024/05/03/13:05:02.343641;112414;1714766702;343365049;world;0.000444436;-0.000849863;0.000559981;-0.001960438;-0.002364313;-0.00289775;0.999991059
2024/05/03/13:05:02.363366;112415;1714766702;363086154;world;0.000443064;-0.000854229;0.000605537;-0.001785746;-0.002412125;-0.002819802;0.999991536
2024/05/03/13:05:02.373552;112416;1714766702;373284343;world;0.000438817;-0.000864507;0.000577345;-0.001847912;-0.00233971;-0.002775806;0.999991775
2024/05/03/13:05:02.383242;112417;1714766702;382992303;world;0.000465129;-0.000856073;0.000570113;-0.001857405;-0.002373866;-0.002870357;0.999991417
2024/05/03/13:05:02.403434;112418;1714766702;402986009;world;0.000461765;-0.000842126;0.000581422;-0.001835529;-0.002408458;-0.002824673;0.999991417
2024/05/03/13:05:02.423705;112419;1714766702;423163020;world;0.000441896;-0.000880474;0.000597362;-0.001814492;-0.002415875;-0.002844869;0.999991417
2024/05/03/13:05:02.443163;112420;1714766702;442898711;world;0.000462217;-0.0008436;0.000583711;-0.001798022;-0.002423286;-0.002847175;0.999991417
2024/05/03/13:05:02.453100;112421;1714766702;452931491;world;0.000466507;-0.000864928;0.000563778;-0.001894579;-0.00239123;-0.002865548;0.999991298
2024/05/03/13:05:02.473250;112422;1714766702;472949183;world;0.000448266;-0.000857633;0.000611062;-0.001720052;-0.002390722;-0.002770704;0.999991894
2024/05/03/13:05:02.483824;112423;1714766702;483220821;world;0.000441574;-0.00087479;0.000604982;-0.001708807;-0.002392935;-0.002777841;0.999991894
2024/05/03/13:05:02.503747;112424;1714766702;503441484;world;0.000446908;-0.000835823;0.00058521;-0.001807811;-0.002344329;-0.002786628;0.999991775
2024/05/03/13:05:02.513535;112425;1714766702;513228142;world;0.000457466;-0.000862782;0.00058154;-0.001863588;-0.002400873;-0.002846875;0.999991417
2024/05/03/13:05:02.533462;112426;1714766702;532979933;world;0.000472276;-0.000868451;0.000585149;-0.001851809;-0.002419604;-0.002884673;0.999991179
2024/05/03/13:05:02.543445;112427;1714766702;543082665;world;0.000448594;-0.000866367;0.000602811;-0.001751394;-0.002428904;-0.002888757;0.999991417
2024/05/03/13:05:02.583809;112428;1714766702;583241749;world;0.000442429;-0.000846226;0.000595701;-0.001849263;-0.002434044;-0.002772154;0.999991536
2024/05/03/13:05:02.583836;112429;1714766702;583277897;world;0.000439039;-0.000838859;0.000588422;-0.001815186;-0.002330761;-0.002762249;0.999991894
2024/05/03/13:05:02.593170;112430;1714766702;592905387;world;0.000463467;-0.000849272;0.000554964;-0.001835272;-0.002360093;-0.002851481;0.999991536
2024/05/03/13:05:02.613739;112431;1714766702;613189403;world;0.000462003;-0.000849041;0.000589773;-0.001779023;-0.002402266;-0.002809874;0.999991655
2024/05/03/13:05:02.623666;112432;1714766702;623422656;world;0.000457451;-0.000824071;0.000589082;-0.001925725;-0.002394827;-0.002771902;0.999991417
2024/05/03/13:05:02.643262;112433;1714766702;643003344;world;0.000452461;-0.000847374;0.000609549;-0.001839839;-0.002395327;-0.002786786;0.999991536
2024/05/03/13:05:02.653715;112434;1714766702;653176358;world;0.000447763;-0.000866864;0.000604854;-0.00183574;-0.002363411;-0.002792812;0.999991655
2024/05/03/13:05:02.673637;112435;1714766702;673325588;world;0.000448506;-0.000861114;0.000595781;-0.001857101;-0.002434094;-0.002830566;0.999991298
2024/05/03/13:05:02.693319;112436;1714766702;693013790;world;0.000444686;-0.000868015;0.000602528;-0.001877277;-0.00241033;-0.002795388;0.999991417
2024/05/03/13:05:02.703302;112437;1714766702;703060669;world;0.000439815;-0.000841586;0.000620024;-0.001764902;-0.002382126;-0.002758899;0.999991775
2024/05/03/13:05:02.723419;112438;1714766702;723116340;world;0.000435833;-0.000837266;0.000582265;-0.001769767;-0.002363786;-0.002777739;0.999991775
2024/05/03/13:05:02.733419;112439;1714766702;733134573;world;0.000439113;-0.000871189;0.000598596;-0.00183355;-0.0023858;-0.002833866;0.999991536
2024/05/03/13:05:02.743680;112440;1714766702;743360747;world;0.000458717;-0.000839861;0.00058178;-0.001768711;-0.00239445;-0.002838739;0.999991536
2024/05/03/13:05:02.783387;112441;1714766702;783092120;world;0.000450462;-0.000848243;0.000576171;-0.001882876;-0.002363276;-0.002840849;0.999991417
2024/05/03/13:05:02.783420;112442;1714766702;783132816;world;0.00044952;-0.000848738;0.000594691;-0.001842434;-0.002407889;-0.002798327;0.999991536
2024/05/03/13:05:02.793529;112443;1714766702;792988001;world;0.000432523;-0.000847058;0.000597191;-0.00176073;-0.002435785;-0.002784573;0.999991655
2024/05/03/13:05:02.813668;112444;1714766702;813346481;world;0.000420699;-0.000871505;0.000607507;-0.001876653;-0.00240311;-0.002752342;0.999991536
2024/05/03/13:05:02.823294;112445;1714766702;823079850;world;0.000447944;-0.000851376;0.00060029;-0.001842501;-0.00235707;-0.002803383;0.999991655
2024/05/03/13:05:02.863474;112446;1714766702;863080035;world;0.00043552;-0.000830799;0.000599262;-0.00172437;-0.002390314;-0.002784164;0.999991775
2024/05/03/13:05:02.863499;112447;1714766702;863116844;world;0.000440612;-0.000858375;0.000582673;-0.001826799;-0.002359588;-0.002847092;0.999991536
2024/05/03/13:05:02.883482;112448;1714766702;883217671;world;0.000466544;-0.000882547;0.000587458;-0.001883651;-0.002355931;-0.002851111;0.999991417
2024/05/03/13:05:02.894098;112449;1714766702;893311506;world;0.000433624;-0.000857419;0.000587634;-0.001835251;-0.002340943;-0.002799341;0.999991655
2024/05/03/13:05:02.903435;112450;1714766702;903148690;world;0.000412252;-0.000846191;0.00062087;-0.001755191;-0.002416575;-0.002743359;0.999991775
2024/05/03/13:05:02.923825;112451;1714766702;923463078;world;0.000461362;-0.000869833;0.00057306;-0.001945127;-0.00242713;-0.002842146;0.999991179
2024/05/03/13:05:02.933494;112452;1714766702;933207396;world;0.000446592;-0.000855364;0.000608834;-0.001882293;-0.002510137;-0.002803845;0.999991179
2024/05/03/13:05:02.953624;112453;1714766702;953297132;world;0.000449048;-0.000872821;0.000591558;-0.001890033;-0.002352786;-0.002805798;0.999991536
2024/05/03/13:05:02.963353;112454;1714766702;963099300;world;0.000462441;-0.000870596;0.000583501;-0.001880924;-0.002370614;-0.002843094;0.999991417
2024/05/03/13:05:02.983117;112455;1714766702;982923828;world;0.000451338;-0.000856452;0.000588073;-0.001825459;-0.002399582;-0.002762857;0.999991655
2024/05/03/13:05:03.003362;112456;1714766703;3092139;world;0.000459839;-0.000835212;0.000582363;-0.001848353;-0.002384551;-0.002792069;0.999991536
2024/05/03/13:05:03.013208;112457;1714766703;12978729;world;0.000427661;-0.000882773;0.000608992;-0.001836103;-0.00235122;-0.002818266;0.999991655
2024/05/03/13:05:03.033514;112458;1714766703;33191886;world;0.000444692;-0.000860266;0.00058883;-0.001912626;-0.002356424;-0.002781795;0.999991536
2024/05/03/13:05:03.053327;112459;1714766703;53043235;world;0.000462541;-0.000839029;0.000610507;-0.001835127;-0.00245265;-0.00282466;0.999991298
2024/05/03/13:05:03.063913;112460;1714766703;63458864;world;0.000452427;-0.000872709;0.000586301;-0.001849507;-0.002383397;-0.002854495;0.999991417
2024/05/03/13:05:03.083893;112461;1714766703;83445788;world;0.000443149;-0.000854021;0.000572942;-0.001945514;-0.002391725;-0.002861197;0.999991179
