time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.pose.position.x;.pose.position.y;.pose.position.z;.pose.orientation.x;.pose.orientation.y;.pose.orientation.z;.pose.orientation.w
2024/05/03/13:28:08.473576;201032;1714768088;473042098;world;-1.03E-05;-7.02E-06;-2.00E-05;5.30E-05;-6.91E-06;-7.69E-05;1
2024/05/03/13:28:08.473632;201033;1714768088;473097861;world;-2.41E-05;-2.32E-05;-2.48E-05;-3.01E-05;-2.52E-05;-6.65E-05;1
2024/05/03/13:28:08.493536;201034;1714768088;493043669;world;-1.21E-06;-5.57E-07;-3.13E-05;2.82E-05;2.99E-05;-2.16E-05;1
2024/05/03/13:28:08.503809;201035;1714768088;503317514;world;-7.73E-06;2.33E-06;-1.89E-05;2.14E-05;1.89E-05;-5.83E-05;1
2024/05/03/13:28:08.523797;201036;1714768088;523353791;world;-1.32E-05;-6.56E-06;-1.31E-05;2.94E-05;1.44E-05;-4.93E-05;1
2024/05/03/13:28:08.533832;201037;1714768088;533410493;world;-1.15E-05;-8.83E-06;-7.10E-06;-2.20E-06;4.09E-05;-2.16E-05;1
2024/05/03/13:28:08.553535;201038;1714768088;553107123;world;-9.38E-06;-4.50E-06;-1.46E-06;-3.25E-05;3.23E-05;-2.56E-06;1
2024/05/03/13:28:08.573401;201039;1714768088;573154070;world;-1.59E-05;-1.42E-05;1.54E-05;1.38E-05;3.54E-05;-7.50E-05;1
2024/05/03/13:28:08.583337;201040;1714768088;583072378;world;-4.22E-05;-1.51E-05;3.28E-05;-1.63E-05;-1.30E-05;-5.12E-05;1
2024/05/03/13:28:08.593425;201041;1714768088;593143300;world;-3.07E-05;-2.90E-06;3.42E-05;-1.27E-07;-4.50E-06;-2.45E-05;1
2024/05/03/13:28:08.613340;201042;1714768088;613006575;world;-1.34E-05;-1.42E-05;3.11E-05;3.24E-05;3.77E-05;-2.78E-05;1
2024/05/03/13:28:08.633711;201043;1714768088;633287082;world;-4.97E-05;-1.47E-05;1.76E-05;-2.33E-05;1.49E-05;-2.88E-05;1
2024/05/03/13:28:08.655398;201044;1714768088;654943551;world;-8.59E-06;-8.64E-07;2.51E-05;4.50E-05;2.74E-05;-2.74E-05;1
2024/05/03/13:28:08.655437;201045;1714768088;654994104;world;-2.64E-05;-1.61E-05;9.85E-07;-7.43E-06;2.09E-06;-9.41E-05;1
2024/05/03/13:28:08.673602;201046;1714768088;673166139;world;-7.53E-06;-6.92E-06;-4.61E-06;1.86E-05;2.51E-05;-2.50E-05;1
2024/05/03/13:28:08.693285;201047;1714768088;692939298;world;2.94E-06;-3.58E-07;-5.48E-06;1.68E-06;5.84E-05;-1.50E-05;1
2024/05/03/13:28:08.703704;201048;1714768088;703298801;world;-8.50E-06;-5.79E-06;-1.63E-05;2.90E-05;6.76E-05;-2.88E-05;1
2024/05/03/13:28:08.724048;201049;1714768088;723014736;world;-3.73E-07;-1.17E-05;-1.75E-05;1.41E-05;1.62E-05;-3.31E-05;1
2024/05/03/13:28:08.743196;201050;1714768088;742915562;world;-1.24E-05;-5.31E-06;-1.37E-05;-1.32E-05;9.53E-06;-1.61E-06;1
2024/05/03/13:28:08.753373;201051;1714768088;753103799;world;1.20E-06;2.50E-06;-1.34E-06;3.46E-05;7.17E-05;1.25E-06;1
2024/05/03/13:28:08.773186;201052;1714768088;772858015;world;-3.07E-06;-6.87E-06;-1.09E-05;1.35E-05;-2.19E-05;-5.02E-05;1
2024/05/03/13:28:08.783289;201053;1714768088;782998563;world;-7.12E-06;-7.81E-06;-1.68E-05;-1.66E-07;7.14E-06;-3.59E-05;1
2024/05/03/13:28:08.803425;201054;1714768088;803113680;world;2.75E-06;-1.23E-06;-8.42E-06;4.33E-05;-1.61E-05;-5.83E-05;1
2024/05/03/13:28:08.813435;201055;1714768088;813195975;world;2.86E-06;1.17E-05;-1.80E-05;1.56E-05;3.10E-05;1.73E-06;1
2024/05/03/13:28:08.833286;201056;1714768088;833011686;world;-9.87E-06;-6.31E-06;-2.83E-05;1.28E-05;4.37E-05;-2.35E-05;1
2024/05/03/13:28:08.853396;201057;1714768088;853125284;world;-1.12E-05;7.96E-06;-2.87E-05;-1.18E-05;1.84E-05;2.46E-05;1
2024/05/03/13:28:08.863845;201058;1714768088;863441708;world;-1.20E-05;1.68E-05;-1.46E-05;-4.54E-05;-3.70E-05;2.22E-05;1
2024/05/03/13:28:08.884065;201059;1714768088;883362119;world;-2.92E-05;-9.58E-06;2.47E-06;6.47E-06;-5.40E-05;-6.26E-05;1
2024/05/03/13:28:08.893507;201060;1714768088;893181326;world;-7.95E-06;-1.36E-05;2.41E-06;-3.61E-05;-2.38E-05;-7.98E-05;1
2024/05/03/13:28:08.904124;201061;1714768088;903619500;world;-1.08E-05;-3.68E-07;-8.49E-07;2.66E-05;3.93E-05;-4.26E-05;1
2024/05/03/13:28:08.923461;201062;1714768088;923066824;world;-2.85E-05;2.95E-07;4.57E-06;-8.38E-06;2.62E-06;-3.16E-05;1
2024/05/03/13:28:08.944426;201063;1714768088;943223921;world;-1.88E-05;-1.95E-06;1.39E-05;1.51E-05;9.41E-06;-1.73E-05;1
2024/05/03/13:28:08.963254;201064;1714768088;962933794;world;-1.50E-05;-1.20E-05;-7.95E-06;-1.16E-06;1.38E-05;-3.74E-05;1
2024/05/03/13:28:08.983861;201065;1714768088;983376188;world;1.10E-05;-4.82E-06;-1.96E-05;8.31E-05;6.41E-05;-2.78E-05;1
2024/05/03/13:28:08.993560;201066;1714768088;993251409;world;-2.12E-05;-1.27E-05;-2.30E-05;-1.86E-05;2.90E-05;-2.02E-05;1
2024/05/03/13:28:09.003253;201067;1714768089;2947807;world;-4.50E-06;-1.60E-05;-2.43E-06;-1.56E-05;-5.29E-06;-5.74E-05;1
2024/05/03/13:28:09.023311;201068;1714768089;22993290;world;1.42E-05;-2.36E-06;-2.47E-05;3.09E-05;6.02E-05;-7.33E-06;1
2024/05/03/13:28:09.033562;201069;1714768089;33272687;world;-3.69E-07;-6.59E-06;-2.59E-05;-2.35E-05;2.60E-05;-1.54E-05;1
2024/05/03/13:28:09.063547;201070;1714768089;63209810;world;2.29E-05;-5.75E-06;-1.01E-05;5.94E-05;2.56E-05;-1.21E-05;1
2024/05/03/13:28:09.063573;201071;1714768089;63245115;world;1.88E-06;-8.86E-06;-4.68E-06;4.28E-06;3.72E-05;-3.98E-05;1
2024/05/03/13:28:09.083660;201072;1714768089;83350861;world;-1.43E-05;-7.08E-06;-9.89E-06;5.44E-05;-5.91E-05;-4.88E-05;1
2024/05/03/13:28:09.093862;201073;1714768089;93570766;world;-1.05E-06;-3.84E-06;-1.09E-05;2.54E-05;-2.93E-07;-2.97E-05;1
2024/05/03/13:28:09.113326;201074;1714768089;113041821;world;-2.87E-06;-4.42E-06;-8.95E-06;1.67E-05;5.24E-05;-3.31E-05;1
2024/05/03/13:28:09.133735;201075;1714768089;133466162;world;-1.81E-05;-1.08E-05;-1.44E-05;2.75E-05;2.79E-05;-6.60E-05;1
2024/05/03/13:28:09.143567;201076;1714768089;143273819;world;1.65E-06;-1.52E-05;-1.00E-05;-2.09E-05;-5.13E-06;-2.45E-05;1
