time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.name;.position;.velocity;.effort
2024/05/03/13:27:01.637307;218252;1714768021;670536001;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(18.829999923706055, -32.279998779296875, -29.59000015258789, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.653369;218253;1714768021;686518816;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(21.520000457763672, -32.279998779296875, -29.59000015258789, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.677958;218254;1714768021;702666056;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7823302149772644, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(21.520000457763672, -32.279998779296875, -32.279998779296875, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.685530;218255;1714768021;718575167;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -32.279998779296875, -34.970001220703125, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.703170;218256;1714768021;734598482;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7823302149772644, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(24.21000099182129, -32.279998779296875, -32.279998779296875, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.717259;218257;1714768021;750590278;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(21.520000457763672, -32.279998779296875, -26.900001525878906, 5.380000114440918, -5.380000114440918, -2.690000057220459, 8.069999694824219, -8.069999694824219)
2024/05/03/13:27:01.733136;218258;1714768021;766603962;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7823302149772644, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -32.279998779296875, -26.900001525878906, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.749305;218259;1714768021;782578425;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7823302149772644, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -32.279998779296875, -29.59000015258789, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.765088;218260;1714768021;798535906;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -32.279998779296875, -29.59000015258789, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.783147;218261;1714768021;814711221;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7823302149772644, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(29.59000015258789, -32.279998779296875, -29.59000015258789, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.804167;218262;1714768021;830594405;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(24.21000099182129, -32.279998779296875, -26.900001525878906, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.814996;218263;1714768021;846515627;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7838642001152039, 2944.554443359375, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(29.59000015258789, -32.279998779296875, -32.279998779296875, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.827786;218264;1714768021;862539849;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(32.279998779296875, -32.279998779296875, -32.279998779296875, 5.380000114440918, -5.380000114440918, -2.690000057220459, 8.069999694824219, -8.069999694824219)
2024/05/03/13:27:01.845320;218265;1714768021;878526293;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -32.279998779296875, -32.279998779296875, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.860734;218266;1714768021;894556311;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(18.829999923706055, -32.279998779296875, -37.65999984741211, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.883722;218267;1714768021;911504867;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -32.279998779296875, -24.21000099182129, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.906211;218268;1714768021;927135144;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7823302149772644, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(29.59000015258789, -32.279998779296875, -29.59000015258789, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.913433;218269;1714768021;942630162;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7823302149772644, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(24.21000099182129, -32.279998779296875, -29.59000015258789, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.925332;218270;1714768021;958562254;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7823302149772644, 2944.554443359375, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(24.21000099182129, -32.279998779296875, -29.59000015258789, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.941483;218271;1714768021;974639162;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7838642001152039, 2786.0498046875, -0.7838642001152039, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.8525390625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -32.279998779296875, -34.970001220703125, 5.380000114440918, -5.380000114440918, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:27:01.957103;218272;1714768021;990545532;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7823302149772644, 2786.0498046875, -0.7823302149772644, 2944.555908203125, -0.7853981852531433, 2784.454345703125, 0.7838642001152039, 2948.854248046875);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(26.900001525878906, -32.279998779296875, -26.900001525878906, 5.380000114440918, -2.690000057220459, -2.690000057220459, 10.760000228881836, -8.069999694824219)
