time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.pose.position.x;.pose.position.y;.pose.position.z;.pose.orientation.x;.pose.orientation.y;.pose.orientation.z;.pose.orientation.w
2024/05/03/12:34:34.823195;2014;1714764874;822971396;world;7.16E-05;-1.20E-05;8.82E-05;-4.27E-05;1.02E-05;-2.38E-05;1
2024/05/03/12:34:34.833544;2015;1714764874;833191217;world;7.16E-05;-1.34E-05;6.74E-05;5.85E-06;2.77E-05;3.67E-05;1
2024/05/03/12:34:34.843422;2016;1714764874;843018039;world;7.27E-05;-1.36E-05;8.50E-05;7.33E-06;-5.00E-06;-8.74E-06;1
2024/05/03/12:34:34.863830;2017;1714764874;862878542;world;7.38E-05;-1.77E-05;9.28E-05;-8.97E-06;-3.83E-06;-4.17E-05;1
2024/05/03/12:34:34.893563;2018;1714764874;893144235;world;5.56E-05;-3.92E-06;8.19E-05;-7.86E-05;1.60E-05;-3.65E-05;1
2024/05/03/12:34:34.893601;2019;1714764874;893180132;world;5.42E-05;-2.01E-05;8.18E-05;6.23E-06;-6.63E-06;-3.13E-06;1
2024/05/03/12:34:34.923615;2020;1714764874;923278555;world;8.48E-05;-1.33E-05;8.76E-05;-6.13E-05;1.25E-05;1.34E-05;1
2024/05/03/12:34:34.923642;2021;1714764874;923311658;world;8.04E-05;-9.53E-06;8.20E-05;-2.62E-05;3.18E-05;-9.73E-06;1
2024/05/03/12:34:34.943862;2022;1714764874;943229863;world;4.38E-05;-1.70E-05;8.11E-05;8.41E-06;-2.22E-06;-1.18E-05;1
2024/05/03/12:34:34.953344;2023;1714764874;952994774;world;6.21E-05;-5.49E-06;8.83E-05;1.03E-06;3.00E-05;2.46E-05;1
2024/05/03/12:34:34.973458;2024;1714764874;973171787;world;8.40E-05;-1.33E-05;9.53E-05;-5.72E-05;-5.31E-06;1.81E-05;1
2024/05/03/12:34:34.993241;2025;1714764874;992913947;world;6.49E-05;-1.73E-05;8.38E-05;5.00E-06;8.46E-06;1.34E-05;1
2024/05/03/12:34:35.003645;2026;1714764875;3352810;world;7.94E-05;-4.83E-06;9.39E-05;-6.27E-06;6.02E-06;6.24E-06;1
2024/05/03/12:34:35.023635;2027;1714764875;23389534;world;7.24E-05;-1.17E-05;8.08E-05;8.80E-06;-4.76E-05;-3.08E-05;1
2024/05/03/12:34:35.033405;2028;1714764875;33107182;world;6.49E-05;-2.03E-05;9.00E-05;-4.33E-05;-5.66E-05;-1.45E-05;1
2024/05/03/12:34:35.053339;2029;1714764875;52968697;world;6.54E-05;-8.01E-06;8.42E-05;2.64E-07;-5.62E-06;-7.03E-06;1
2024/05/03/12:34:35.073496;2030;1714764875;73130297;world;5.63E-05;-1.91E-05;9.52E-05;-2.50E-05;2.49E-06;-2.27E-05;1
2024/05/03/12:34:35.093248;2031;1714764875;92889329;world;7.93E-05;-1.87E-05;8.45E-05;-5.63E-05;-3.24E-05;4.27E-06;1
2024/05/03/12:34:35.103818;2032;1714764875;102949510;world;7.40E-05;-8.50E-06;9.72E-05;-3.67E-05;-1.85E-05;-2.06E-05;1
2024/05/03/12:34:35.123394;2033;1714764875;122889393;world;7.71E-05;-5.06E-06;0.000100377;-1.86E-05;2.71E-06;-4.90E-05;1
2024/05/03/12:34:35.123426;2034;1714764875;122927725;world;5.94E-05;-1.52E-05;9.28E-05;-0.000103205;3.03E-05;-3.23E-05;1
2024/05/03/12:34:35.143445;2035;1714764875;143138653;world;7.34E-05;-2.39E-06;9.18E-05;-2.82E-05;2.56E-06;-3.39E-05;1
2024/05/03/12:34:35.163788;2036;1714764875;163197844;world;6.41E-05;-8.51E-06;9.01E-05;-1.61E-06;2.86E-05;-1.77E-05;1
2024/05/03/12:34:35.173717;2037;1714764875;173249515;world;6.63E-05;-2.28E-05;8.86E-05;-4.85E-06;-1.91E-06;-8.57E-06;1
2024/05/03/12:34:35.193400;2038;1714764875;193094894;world;7.38E-05;-1.24E-05;9.78E-05;-4.09E-05;-2.04E-05;-6.88E-06;1
2024/05/03/12:34:35.213271;2039;1714764875;212929568;world;5.71E-05;-9.97E-06;7.88E-05;-5.49E-05;-1.14E-05;-5.90E-06;1
2024/05/03/12:34:35.233275;2040;1714764875;232889701;world;7.21E-05;-1.11E-05;7.65E-05;-2.29E-05;2.48E-05;-8.54E-06;1
2024/05/03/12:34:35.243196;2041;1714764875;242997391;world;8.24E-05;-1.07E-05;0.000105951;3.70E-06;6.73E-06;-5.95E-06;1
2024/05/03/12:34:35.253277;2042;1714764875;252939208;world;7.23E-05;-1.13E-05;9.63E-05;-4.77E-06;2.15E-05;-3.35E-05;1
2024/05/03/12:34:35.273309;2043;1714764875;272933043;world;6.20E-05;-1.83E-05;8.57E-05;1.63E-05;3.61E-05;2.52E-06;1
2024/05/03/12:34:35.283653;2044;1714764875;283351666;world;7.54E-05;-1.61E-05;8.89E-05;-9.54E-05;-1.24E-05;3.68E-06;1
2024/05/03/12:34:35.293622;2045;1714764875;293327626;world;8.34E-05;-1.19E-05;9.41E-05;-4.38E-05;-7.19E-06;7.19E-06;1
2024/05/03/12:34:35.343302;2046;1714764875;342978573;world;5.69E-05;-1.45E-05;9.01E-05;-9.79E-05;-4.75E-05;-2.53E-05;1
2024/05/03/12:34:35.343312;2047;1714764875;343021794;world;4.42E-05;-8.67E-06;7.78E-05;-3.45E-05;-1.68E-05;-3.47E-05;1
2024/05/03/12:34:35.353567;2048;1714764875;353249670;world;7.34E-05;-1.21E-05;9.48E-05;-5.99E-05;1.62E-05;1.41E-05;1
2024/05/03/12:34:35.363395;2049;1714764875;363098740;world;7.69E-05;-1.05E-05;0.000100829;-5.08E-05;-2.52E-05;-2.96E-05;1
2024/05/03/12:34:35.373339;2050;1714764875;373024403;world;7.00E-05;-3.04E-06;7.93E-05;-1.05E-05;6.11E-06;1.60E-05;1
2024/05/03/12:34:35.403883;2051;1714764875;403372279;world;6.94E-05;-1.53E-05;0.000102465;-4.29E-05;-1.96E-05;-7.62E-05;1
2024/05/03/12:34:35.403911;2052;1714764875;403409779;world;6.86E-05;-7.68E-06;7.72E-05;4.28E-05;1.59E-05;2.70E-05;1
2024/05/03/12:34:35.433257;2053;1714764875;432943677;world;7.75E-05;-1.37E-05;8.54E-05;2.75E-06;-2.11E-05;-3.24E-05;1
2024/05/03/12:34:35.443799;2054;1714764875;443313880;world;7.19E-05;-5.12E-06;7.53E-05;-4.01E-05;2.65E-05;-3.58E-05;1
2024/05/03/12:34:35.453163;2055;1714764875;452880825;world;5.89E-05;-1.17E-05;0.000101881;-7.60E-05;-2.26E-05;-3.02E-05;1
2024/05/03/12:34:35.474094;2056;1714764875;473123946;world;8.56E-05;-2.11E-05;8.45E-05;-2.79E-05;-3.97E-05;1.51E-05;1
2024/05/03/12:34:35.483712;2057;1714764875;483336123;world;7.51E-05;-8.76E-06;9.24E-05;-3.83E-05;-4.33E-06;-4.64E-05;1
2024/05/03/12:34:35.503784;2058;1714764875;503166842;world;6.35E-05;-4.49E-06;8.78E-05;-2.89E-05;8.75E-06;-5.14E-06;1
2024/05/03/12:34:35.513453;2059;1714764875;513102334;world;7.54E-05;-1.46E-05;9.63E-05;2.60E-06;-8.30E-07;-6.78E-07;1
2024/05/03/12:34:35.533592;2060;1714764875;533216929;world;8.20E-05;-9.09E-06;9.05E-05;-5.34E-05;4.69E-05;-4.51E-05;1
2024/05/03/12:34:35.553575;2061;1714764875;553253002;world;7.19E-05;-1.50E-05;7.92E-05;-2.17E-05;3.56E-05;-1.21E-08;1
2024/05/03/12:34:35.563734;2062;1714764875;563371254;world;6.37E-05;-1.33E-05;8.85E-05;-6.07E-05;1.23E-05;-1.82E-05;1
2024/05/03/12:34:35.583632;2063;1714764875;583316015;world;7.48E-05;-1.94E-05;8.23E-05;-4.83E-05;-1.55E-07;6.08E-06;1
2024/05/03/12:34:35.603568;2064;1714764875;603261588;world;7.70E-05;-2.78E-05;7.76E-05;-3.20E-05;-1.42E-05;3.01E-05;1
2024/05/03/12:34:35.613308;2065;1714764875;612969267;world;6.76E-05;-1.13E-05;7.93E-05;-3.04E-05;2.23E-05;-1.12E-05;1
2024/05/03/12:34:35.643572;2066;1714764875;643140202;world;6.23E-05;-1.01E-05;8.86E-05;-1.12E-06;4.11E-06;-1.47E-05;1
2024/05/03/12:34:35.653579;2067;1714764875;653241841;world;7.97E-05;-1.96E-05;9.89E-05;-5.23E-05;-1.74E-05;-1.89E-05;1
2024/05/03/12:34:35.663847;2068;1714764875;663199138;world;7.00E-05;-1.59E-05;8.91E-05;-2.52E-05;3.64E-05;-3.25E-05;1
2024/05/03/12:34:35.673634;2069;1714764875;673335353;world;5.27E-05;-1.05E-05;8.86E-05;-1.83E-05;-1.18E-06;-2.83E-05;1
2024/05/03/12:34:35.693332;2070;1714764875;693006821;world;7.04E-05;-8.07E-06;8.52E-05;3.99E-06;-1.84E-05;-5.96E-06;1
2024/05/03/12:34:35.703679;2071;1714764875;703335686;world;7.91E-05;-1.30E-05;0.000103918;-1.85E-05;7.60E-06;-5.00E-05;1
2024/05/03/12:34:35.723744;2072;1714764875;722847454;world;6.38E-05;-9.94E-06;8.62E-05;-1.33E-05;-2.43E-06;-5.85E-05;1
2024/05/03/12:34:35.743475;2073;1714764875;743111857;world;6.52E-05;-5.50E-06;7.41E-05;2.62E-05;-1.69E-05;-2.83E-05;1
2024/05/03/12:34:35.753645;2074;1714764875;753354045;world;7.75E-05;-2.50E-05;9.11E-05;8.10E-06;1.59E-05;2.15E-05;1
2024/05/03/12:34:35.773306;2075;1714764875;772999128;world;7.13E-05;-5.14E-06;8.98E-05;-3.48E-05;-1.22E-05;-2.15E-05;1
2024/05/03/12:34:35.784288;2076;1714764875;783010397;world;6.88E-05;-4.99E-06;8.68E-05;-4.82E-06;1.95E-05;-2.38E-05;1
2024/05/03/12:34:35.813481;2077;1714764875;813071556;world;5.64E-05;-9.46E-06;8.61E-05;-8.11E-05;-1.20E-05;-3.66E-05;1
2024/05/03/12:34:35.823200;2078;1714764875;822951263;world;7.44E-05;-1.39E-05;0.000101603;-2.55E-05;2.85E-06;-2.23E-05;1
2024/05/03/12:34:35.843467;2079;1714764875;843119109;world;5.44E-05;-1.92E-05;9.52E-05;-7.02E-05;-1.65E-05;1.94E-06;1
2024/05/03/12:34:35.853491;2080;1714764875;853184189;world;7.33E-05;-1.93E-05;9.83E-05;-5.22E-05;2.13E-05;1.11E-07;1
2024/05/03/12:34:35.863596;2081;1714764875;863264908;world;7.82E-05;-1.88E-05;8.93E-05;-1.02E-05;7.45E-06;4.12E-06;1
2024/05/03/12:34:35.873226;2082;1714764875;872930547;world;5.63E-05;-1.59E-05;9.20E-05;-4.89E-05;-8.26E-06;-3.20E-05;1
2024/05/03/12:34:35.893539;2083;1714764875;893144185;world;6.98E-05;-1.34E-05;8.36E-05;-4.67E-06;-1.22E-05;6.46E-06;1
2024/05/03/12:34:35.913262;2084;1714764875;912969562;world;7.06E-05;-3.53E-06;9.63E-05;-2.51E-05;-1.53E-05;-1.84E-05;1
2024/05/03/12:34:35.923501;2085;1714764875;923175829;world;9.06E-05;-1.22E-05;8.30E-05;-7.32E-05;-1.14E-05;-9.14E-06;1
2024/05/03/12:34:35.953749;2086;1714764875;952918188;world;6.52E-05;-1.03E-05;8.57E-05;-3.29E-05;-1.23E-05;1.27E-05;1
2024/05/03/12:34:35.963782;2087;1714764875;963335320;world;5.71E-05;-1.64E-05;8.94E-05;-4.78E-05;-8.38E-06;-5.49E-06;1
2024/05/03/12:34:35.973195;2088;1714764875;972893607;world;7.75E-05;-1.12E-05;8.96E-05;-6.27E-05;3.87E-06;-7.33E-07;1
2024/05/03/12:34:35.993339;2089;1714764875;992943046;world;8.47E-05;-1.62E-05;9.50E-05;-3.83E-05;-5.05E-05;-4.63E-05;1
2024/05/03/12:34:36.013360;2090;1714764876;13072260;world;6.97E-05;-1.66E-05;8.52E-05;-1.63E-05;-4.81E-05;-3.48E-05;1
2024/05/03/12:34:36.023315;2091;1714764876;23004674;world;7.77E-05;-2.00E-05;7.88E-05;-4.25E-05;-9.25E-06;1.99E-05;1
2024/05/03/12:34:36.033661;2092;1714764876;33363597;world;7.19E-05;-6.11E-06;0.000101648;-7.44E-05;1.04E-06;-6.04E-05;1
2024/05/03/12:34:36.053353;2093;1714764876;52988689;world;8.01E-05;-2.01E-05;9.63E-05;-9.10E-06;-5.57E-05;-3.24E-05;1
2024/05/03/12:34:36.063273;2094;1714764876;62968269;world;6.97E-05;-1.60E-05;7.28E-05;-5.11E-05;-2.71E-05;1.95E-05;1
