time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.pose.position.x;.pose.position.y;.pose.position.z;.pose.orientation.x;.pose.orientation.y;.pose.orientation.z;.pose.orientation.w
2024/05/03/13:34:20.737040;224857;1714768460;733199069;world;-2.27E-05;1.91E-05;1.47E-05;-2.03E-05;4.45E-05;5.99E-05;-1
2024/05/03/13:34:20.743103;224858;1714768460;742843674;world;-2.31E-05;3.00E-05;2.94E-05;-4.76E-05;2.11E-05;4.92E-05;-1
2024/05/03/13:34:20.773583;224859;1714768460;773222438;world;-3.98E-05;2.51E-05;2.46E-05;2.46E-05;4.79E-05;4.21E-05;-1
2024/05/03/13:34:20.773611;224860;1714768460;773263154;world;-1.67E-05;2.36E-05;9.43E-06;-3.02E-05;7.95E-06;4.11E-05;-1
2024/05/03/13:34:20.793583;224861;1714768460;793234104;world;-2.65E-05;2.97E-05;6.52E-06;-2.11E-05;4.33E-05;-4.68E-06;-1
2024/05/03/13:34:20.813560;224862;1714768460;813181123;world;-3.31E-05;3.38E-05;1.54E-05;1.64E-05;5.64E-05;1.01E-05;-1
2024/05/03/13:34:20.823988;224863;1714768460;823314724;world;-3.66E-05;2.33E-05;2.17E-05;4.99E-06;4.05E-05;2.42E-05;-1
2024/05/03/13:34:20.843824;224864;1714768460;843279036;world;-2.71E-05;2.27E-05;9.02E-06;-3.53E-06;-5.35E-06;2.23E-05;-1
2024/05/03/13:34:20.853890;224865;1714768460;853424268;world;-5.74E-06;3.24E-05;1.34E-05;-6.18E-05;1.14E-05;1.15E-05;-1
2024/05/03/13:34:20.873464;224866;1714768460;873112648;world;-2.45E-05;3.55E-05;1.37E-05;-6.37E-05;1.01E-05;9.62E-06;-1
2024/05/03/13:34:20.893927;224867;1714768460;893251843;world;-1.77E-05;2.32E-05;1.82E-05;-6.05E-05;9.72E-06;4.38E-06;-1
2024/05/03/13:34:20.903436;224868;1714768460;903043528;world;-3.37E-05;2.00E-05;7.62E-06;3.88E-05;3.39E-05;5.80E-05;-1
2024/05/03/13:34:20.913398;224869;1714768460;913008126;world;-2.75E-05;3.79E-05;1.02E-05;-7.04E-05;1.40E-05;1.03E-05;-1
2024/05/03/13:34:20.933431;224870;1714768460;933115952;world;-1.29E-05;2.70E-05;1.60E-05;-0.000100599;1.44E-05;2.89E-05;-1
2024/05/03/13:34:20.953507;224871;1714768460;953233567;world;-1.96E-05;2.95E-05;2.57E-05;-6.75E-05;3.44E-05;3.01E-05;-1
2024/05/03/13:34:20.973589;224872;1714768460;973302703;world;-3.04E-05;3.12E-05;1.28E-05;-5.58E-05;6.37E-06;1.53E-05;-1
2024/05/03/13:34:20.983322;224873;1714768460;983121598;world;-3.55E-05;2.33E-05;6.33E-06;-3.24E-06;7.08E-05;2.06E-05;-1
2024/05/03/13:34:20.993395;224874;1714768460;993154514;world;-8.08E-06;3.23E-05;1.87E-05;-4.84E-06;2.28E-05;3.43E-06;-1
2024/05/03/13:34:21.013707;224875;1714768461;13328153;world;-2.14E-05;2.88E-05;1.99E-05;-2.95E-05;3.35E-05;1.44E-05;-1
2024/05/03/13:34:21.033720;224876;1714768461;33458450;world;-2.73E-05;2.42E-05;1.65E-05;-2.10E-05;3.03E-05;1.87E-05;-1
2024/05/03/13:34:21.043273;224877;1714768461;42980129;world;-2.77E-05;2.32E-05;1.25E-05;4.92E-05;6.21E-05;3.11E-05;-1
2024/05/03/13:34:21.063730;224878;1714768461;63421764;world;-1.35E-05;4.01E-05;1.49E-05;-5.81E-05;1.15E-05;1.20E-05;-1
2024/05/03/13:34:21.073581;224879;1714768461;73311002;world;-2.39E-05;1.81E-05;2.23E-05;6.80E-06;4.08E-05;3.78E-05;-1
2024/05/03/13:34:21.093667;224880;1714768461;93332705;world;-2.00E-05;3.43E-05;1.92E-05;-3.13E-05;2.24E-05;2.18E-05;-1
2024/05/03/13:34:21.113480;224881;1714768461;113144167;world;-3.20E-05;3.19E-05;7.63E-06;-1.00E-05;5.13E-05;2.94E-05;-1
2024/05/03/13:34:21.123590;224882;1714768461;123323153;world;-3.27E-05;2.38E-05;6.46E-06;8.60E-06;2.71E-05;4.59E-05;-1
2024/05/03/13:34:21.133889;224883;1714768461;133485135;world;-2.00E-05;2.55E-05;2.69E-05;-1.14E-05;2.12E-05;2.49E-05;-1
2024/05/03/13:34:21.153493;224884;1714768461;153189945;world;-2.36E-05;2.38E-05;2.08E-05;-2.21E-05;4.46E-05;4.56E-05;-1
2024/05/03/13:34:21.183229;224885;1714768461;182907343;world;-1.44E-05;2.45E-05;7.85E-06;-5.75E-05;-1.36E-05;3.99E-05;-1
