time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.pose.position.x;.pose.position.y;.pose.position.z;.pose.orientation.x;.pose.orientation.y;.pose.orientation.z;.pose.orientation.w
2024/05/03/12:49:08.743379;53288;1714765748;743068352;world;2.29E-05;2.04E-05;1.65E-05;5.09E-05;1.05E-05;-9.85E-05;1
2024/05/03/12:49:08.753204;53289;1714765748;752933395;world;2.78E-05;2.70E-06;3.14E-05;-2.19E-06;-9.93E-06;-3.60E-05;1
2024/05/03/12:49:08.773248;53290;1714765748;773009049;world;2.91E-05;1.01E-05;2.21E-05;-6.14E-05;-3.62E-06;-1.10E-05;1
2024/05/03/12:49:08.803363;53291;1714765748;802965497;world;2.31E-05;2.52E-05;1.02E-05;5.56E-06;-2.18E-05;-6.32E-05;1
2024/05/03/12:49:08.803401;53292;1714765748;803002857;world;7.34E-06;3.37E-05;1.72E-05;3.14E-05;3.21E-05;-0.000159255;1
2024/05/03/12:49:08.823634;53293;1714765748;823249180;world;1.70E-05;2.18E-05;2.69E-05;5.45E-05;-4.88E-06;-8.12E-05;1
2024/05/03/12:49:08.833428;53294;1714765748;833141616;world;3.06E-05;-2.95E-06;3.24E-05;-1.89E-05;2.59E-05;-4.15E-05;1
2024/05/03/12:49:08.854107;53295;1714765748;853041230;world;4.57E-05;2.12E-05;1.57E-05;-7.86E-05;8.37E-06;1.48E-05;1
2024/05/03/12:49:08.873632;53296;1714765748;873382472;world;3.43E-05;1.54E-05;1.18E-05;3.55E-05;-1.37E-06;1.17E-05;1
2024/05/03/12:49:08.883365;53297;1714765748;882986326;world;3.59E-05;3.43E-06;3.08E-05;-6.39E-05;3.55E-05;1.71E-05;1
2024/05/03/12:49:08.903370;53298;1714765748;903072870;world;2.23E-05;1.32E-05;2.23E-05;2.42E-05;4.22E-05;5.53E-06;1
2024/05/03/12:49:08.913453;53299;1714765748;913107992;world;3.54E-05;1.29E-05;1.73E-05;-9.89E-05;-1.81E-05;-1.13E-05;1
2024/05/03/12:49:08.933452;53300;1714765748;933087147;world;3.72E-05;6.82E-06;1.90E-05;4.09E-05;-6.65E-06;-1.28E-05;1
2024/05/03/12:49:08.943891;53301;1714765748;943680923;world;2.17E-05;2.18E-05;2.33E-05;3.73E-05;-3.42E-05;-7.35E-05;1
2024/05/03/12:49:08.973456;53302;1714765748;973153836;world;3.28E-05;1.84E-05;3.01E-05;3.17E-05;-2.95E-05;-5.75E-06;1
2024/05/03/12:49:08.973475;53303;1714765748;973190635;world;3.24E-05;1.39E-05;1.50E-05;-1.79E-05;1.25E-05;-2.26E-05;1
2024/05/03/12:49:08.994034;53304;1714765748;993133901;world;3.08E-05;-8.80E-06;9.41E-06;-1.57E-05;-7.69E-06;-4.05E-05;1
2024/05/03/12:49:09.003417;53305;1714765749;3131142;world;4.51E-05;-4.32E-05;3.14E-05;-8.65E-05;1.54E-05;0.00011062;1
2024/05/03/12:49:09.023213;53306;1714765749;22900564;world;3.22E-05;3.07E-06;2.42E-05;-1.67E-05;2.68E-05;-4.21E-05;1
2024/05/03/12:49:09.043356;53307;1714765749;43083058;world;3.98E-05;1.03E-05;3.32E-05;-9.66E-05;-4.72E-05;5.33E-05;1
2024/05/03/12:49:09.053377;53308;1714765749;53165909;world;2.87E-05;6.74E-06;1.90E-05;-1.15E-05;-5.21E-05;-7.07E-05;1
2024/05/03/12:49:09.083881;53309;1714765749;83520602;world;1.56E-05;2.29E-05;1.96E-05;4.74E-06;5.60E-06;-9.40E-05;1
2024/05/03/12:49:09.083907;53310;1714765749;83558363;world;3.23E-05;1.53E-05;2.91E-05;-7.60E-05;1.48E-05;7.28E-06;1
2024/05/03/12:49:09.103525;53311;1714765749;103313678;world;4.78E-05;1.04E-07;4.17E-05;-0.000118581;-3.75E-05;-1.97E-05;1
2024/05/03/12:49:09.113545;53312;1714765749;113337610;world;7.70E-06;2.96E-05;1.14E-05;7.29E-06;-2.49E-05;-0.000174249;1
2024/05/03/12:49:09.133401;53313;1714765749;133012955;world;4.46E-05;-2.90E-06;2.81E-05;-8.33E-05;5.76E-06;-5.05E-06;1
2024/05/03/12:49:09.153416;53314;1714765749;153099139;world;4.86E-05;2.71E-05;2.34E-05;-8.59E-05;-1.40E-05;5.46E-05;1
2024/05/03/12:49:09.163907;53315;1714765749;163347841;world;5.01E-05;3.82E-07;1.63E-05;-4.33E-05;-1.53E-05;2.21E-05;1
2024/05/03/12:49:09.183609;53316;1714765749;183144903;world;2.55E-05;9.94E-06;1.51E-05;-7.09E-05;3.02E-05;2.00E-06;1
2024/05/03/12:49:09.193191;53317;1714765749;193007583;world;3.28E-05;9.68E-06;2.71E-05;-0.000100485;1.63E-05;3.66E-05;1
2024/05/03/12:49:09.213357;53318;1714765749;213132189;world;2.69E-05;1.03E-05;3.54E-05;-4.96E-05;1.99E-05;-3.61E-05;1
