time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.name;.position;.velocity;.effort
2024/05/03/12:55:34.773076;100318;1714766134;795459698;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6146240234375, 1.572330355644226, 1425.5728759765625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.789048;100319;1714766134;811459142;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.805067;100320;1714766134;827427603;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.821035;100321;1714766134;843487658;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6146240234375, 1.5707963705062866, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.848116;100322;1714766134;859430860;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5728759765625, 1.5707963705062866, 1425.3243408203125, 1.5692623853683472, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.853191;100323;1714766134;875486248;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6146240234375, 1.572330355644226, 1425.5728759765625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.871088;100324;1714766134;891488894;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6146240234375, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5692623853683472, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 2.690000057220459, -16.139999389648438)
2024/05/03/12:55:34.884882;100325;1714766134;907447763;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6146240234375, 1.5707963705062866, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.901221;100326;1714766134;923439688;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.572330355644226, 1427.6146240234375, 1.572330355644226, 1425.5712890625, 1.572330355644226, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.923764;100327;1714766134;939527316;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5692623853683472, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.933541;100328;1714766134;955877815;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.949891;100329;1714766134;971475295;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5728759765625, 1.5707963705062866, 1425.3243408203125, 1.5692623853683472, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.965258;100330;1714766134;987448164;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.5707963705062866, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.980853;100331;1714766135;3413941;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.572330355644226, 1427.6146240234375, 1.572330355644226, 1425.5712890625, 1.572330355644226, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:34.997405;100332;1714766135;19510421;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:35.013200;100333;1714766135;35453123;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 2.690000057220459, -16.139999389648438)
2024/05/03/12:55:35.028955;100334;1714766135;51497474;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6146240234375, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
2024/05/03/12:55:35.054285;100335;1714766135;67497176;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(1.5707963705062866, 1427.6160888671875, 1.572330355644226, 1425.5712890625, 1.5707963705062866, 1425.3243408203125, 1.5707963705062866, 1429.844970703125);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 0.0, 0.0, 24.21000099182129, 0.0, -2.690000057220459, 5.380000114440918, -16.139999389648438)
