time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.pose.position.x;.pose.position.y;.pose.position.z;.pose.orientation.x;.pose.orientation.y;.pose.orientation.z;.pose.orientation.w
2024/05/03/13:29:16.673747;205398;1714768156;673324335;world;2.03E-05;1.18E-05;-1.06E-05;-4.74E-05;-5.08E-06;2.13E-05;-1
2024/05/03/13:29:16.693476;205399;1714768156;693177337;world;-8.88E-06;2.23E-05;-1.65E-05;3.31E-05;-3.76E-05;-6.35E-06;-1
2024/05/03/13:29:16.703532;205400;1714768156;702964613;world;2.46E-05;3.76E-05;1.18E-05;-0.000178518;-2.31E-05;2.82E-05;-1
2024/05/03/13:29:16.724046;205401;1714768156;723489991;world;8.90E-06;6.26E-06;-1.65E-05;-2.62E-05;1.89E-05;4.04E-05;-1
2024/05/03/13:29:16.743809;205402;1714768156;743466066;world;2.36E-05;1.56E-05;-5.67E-06;-2.97E-05;-5.72E-06;-6.35E-06;-1
2024/05/03/13:29:16.753283;205403;1714768156;752968671;world;2.67E-06;2.98E-05;1.31E-05;-7.09E-05;-2.87E-05;2.08E-05;-1
2024/05/03/13:29:16.773248;205404;1714768156;772918708;world;1.06E-05;3.02E-05;1.19E-05;-8.76E-05;-3.17E-05;1.73E-05;-1
2024/05/03/13:29:16.783664;205405;1714768156;783364915;world;2.63E-05;2.93E-05;7.94E-06;-0.000147049;-4.01E-05;2.66E-05;-1
2024/05/03/13:29:16.803315;205406;1714768156;803085748;world;-2.28E-05;1.04E-05;-1.48E-05;2.57E-05;2.93E-05;2.08E-05;-1
2024/05/03/13:29:16.813348;205407;1714768156;813042904;world;-1.13E-06;2.17E-05;-3.08E-06;2.20E-05;2.07E-06;2.97E-05;-1
2024/05/03/13:29:16.833552;205408;1714768156;833155308;world;2.99E-05;3.33E-05;1.58E-05;-0.000165586;-2.92E-05;4.23E-05;-1
2024/05/03/13:29:16.853256;205409;1714768156;852920304;world;-6.33E-07;1.73E-05;-1.17E-05;2.58E-05;-1.05E-05;3.90E-06;-1
2024/05/03/13:29:16.893200;205410;1714768156;892874156;world;1.21E-06;2.90E-05;6.02E-06;-5.99E-05;-6.72E-06;5.71E-05;-1
2024/05/03/13:29:16.893209;205412;1714768156;892920602;world;-9.57E-06;3.51E-05;-1.95E-05;-2.62E-05;1.47E-05;2.70E-05;-1
2024/05/03/13:29:16.903374;205413;1714768156;903052940;world;-1.70E-06;4.33E-05;-4.72E-06;-9.31E-05;3.03E-05;7.35E-05;-1
2024/05/03/13:29:16.923334;205414;1714768156;923012262;world;5.07E-06;2.87E-05;-2.94E-06;-7.51E-05;-1.67E-05;5.81E-06;-1
2024/05/03/13:29:16.953290;205415;1714768156;952956604;world;-9.63E-06;1.60E-05;3.92E-06;3.92E-05;2.47E-05;4.47E-05;-1
2024/05/03/13:29:16.953321;205416;1714768156;952994173;world;-5.26E-06;3.98E-05;1.40E-05;-0.000110166;-7.95E-05;1.92E-05;-1
2024/05/03/13:29:16.993723;205417;1714768156;993324849;world;-6.67E-06;9.08E-06;-8.15E-06;2.15E-05;-2.57E-05;2.13E-05;-1
