time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.name;.position;.velocity;.effort
2024/05/03/13:36:41.325695;254481;1714768601;377416016;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.652587890625, -0.7853981852531433, 2784.50341796875, 0.7838642001152039, 2949.084228515625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:36:41.342464;254482;1714768601;393406960;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.651123046875, -0.7869321703910828, 2784.50341796875, 0.7838642001152039, 2949.0859375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:36:41.359872;254483;1714768601;409450793;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.651123046875, -0.7853981852531433, 2784.501953125, 0.7838642001152039, 2949.0859375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:36:41.382477;254484;1714768601;425767274;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.651123046875, -0.7869321703910828, 2784.50341796875, 0.7838642001152039, 2949.0859375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:36:41.396983;254485;1714768601;441398126;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.651123046875, -0.7869321703910828, 2784.50341796875, 0.7838642001152039, 2949.0859375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:36:41.407659;254486;1714768601;457511199;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.652587890625, -0.7853981852531433, 2784.50341796875, 0.7838642001152039, 2949.084228515625);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -18.829999923706055, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:36:41.423405;254487;1714768601;475207680;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.651123046875, -0.7869321703910828, 2784.50341796875, 0.7838642001152039, 2949.0859375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:36:41.437788;254488;1714768601;489402347;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.652587890625, -0.7869321703910828, 2784.50341796875, 0.7838642001152039, 2949.0859375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 13.450000762939453, -8.069999694824219)
2024/05/03/13:36:41.453727;254489;1714768601;505385420;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.651123046875, -0.7869321703910828, 2784.50341796875, 0.7838642001152039, 2949.0859375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
2024/05/03/13:36:41.469949;254490;1714768601;521437439;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.7853981852531433, 2786.08203125, -0.7838642001152039, 2944.651123046875, -0.7869321703910828, 2784.50341796875, 0.7838642001152039, 2949.0859375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(5.380000114440918, 32.279998779296875, -21.520000457763672, 5.380000114440918, 0.0, -2.690000057220459, 10.760000228881836, -8.069999694824219)
