time;.header.seq;.header.stamp.secs;.header.stamp.nsecs;.header.frame_id;.name;.position;.velocity;.effort
2024/05/03/13:16:16.738415;177944;1714767376;766214525;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.004601942375302315, 2461.898193359375, -0.0015339808305725455, 2242.67236328125, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(0.0, 40.35000228881836, -61.87000274658203, 5.380000114440918, 29.59000015258789, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.752662;177945;1714767376;782229395;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.896484375, -0.0015339808305725455, 2242.67236328125, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -61.87000274658203, 5.380000114440918, 10.760000228881836, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.787531;177946;1714767376;798234820;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.896484375, -0.0015339808305725455, 2242.67236328125, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -59.18000030517578, 5.380000114440918, 24.21000099182129, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.792188;177947;1714767376;814248875;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.898193359375, -0.003067961661145091, 2242.67236328125, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -61.87000274658203, 5.380000114440918, 16.139999389648438, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.801848;177948;1714767376;830246134;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.896484375, -0.0015339808305725455, 2242.67236328125, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -64.55999755859375, 5.380000114440918, 24.21000099182129, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.818497;177949;1714767376;846197949;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.898193359375, -0.0015339808305725455, 2242.67236328125, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -59.18000030517578, 5.380000114440918, 34.970001220703125, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.833754;177950;1714767376;862245282;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.896484375, -0.0015339808305725455, 2242.670654296875, 0.0, 2466.25927734375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -59.18000030517578, 5.380000114440918, 13.450000762939453, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.854590;177951;1714767376;878243318;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.898193359375, -0.0015339808305725455, 2242.67236328125, 0.0, 2466.25927734375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -61.87000274658203, 5.380000114440918, 13.450000762939453, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.865913;177952;1714767376;894258170;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.896484375, -0.0015339808305725455, 2242.670654296875, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -61.87000274658203, 5.380000114440918, 16.139999389648438, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.890777;177953;1714767376;910682521;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.896484375, -0.0015339808305725455, 2242.67236328125, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -61.87000274658203, 5.380000114440918, 26.900001525878906, -2.690000057220459, 0.0, 0.0)
2024/05/03/13:16:16.899807;177954;1714767376;926386669;;['BL_Position', 'BL_Wheel', 'BR_Position', 'BR_Wheel', 'FL_Position', 'FL_Wheel', 'FR_Position', 'FR_Wheel'];(0.0, 2244.482421875, 0.006135923322290182, 2461.898193359375, -0.0015339808305725455, 2242.67236328125, 0.0, 2466.257568359375);(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0);(2.690000057220459, 40.35000228881836, -61.87000274658203, 5.380000114440918, 21.520000457763672, -2.690000057220459, 0.0, 0.0)
